disease_a,disease_b,mean_profile_difference,similar_symptoms_within_10_percent
Cystic_Fibrosis,Systemic_Lupus_Erythematosus,0.14273558186510246,97
Epilepsy,Irritable_Bowel_Syndrome,0.1429103362041591,88
COPD,Fanconi_Anemia,0.1430560205334226,68
Amyotrophic_Lateral_Sclerosis,Generalized_Anxiety_Disorder,0.14325468844525102,104
Hypertension,Inflammatory_Bowel_Disease,0.1436138553153816,98
Gaucher_Disease,Osteoarthritis,0.14380530575862788,77
Generalized_Anxiety_Disorder,Systemic_Lupus_Erythematosus,0.14381466486729647,98
COPD,Chronic_Liver_Disease,0.1439376185693561,92
Cirrhosis,Depression,0.14415853253898683,97
Hypothyroidism,Stroke,0.14435045177945788,80
Depression,Fanconi_Anemia,0.14441605134528815,75
Gaucher_Disease,Peptic_Ulcer_Disease,0.14443570981050444,85
Fanconi_Anemia,Flu,0.1445258787563245,81
Niemann_Pick_Disease,Systemic_Lupus_Erythematosus,0.1446360153256705,78
Gastritis,Systemic_Lupus_Erythematosus,0.14477290155505548,112
Epilepsy,Osteoarthritis,0.14483936015926668,111
Chronic_Kidney_Disease,Chronic_Liver_Disease,0.14489204426426885,89
Dengue,Tuberculosis,0.14519693621143773,87
Asthma,Gaucher_Disease,0.14536590982899408,67
Obesity,Systemic_Lupus_Erythematosus,0.1457394117348363,84
Generalized_Anxiety_Disorder,Marfan_Syndrome,0.14582472828921292,88
Crohn_Disease,Migraine,0.14613330379777992,87
Amyotrophic_Lateral_Sclerosis,Inflammatory_Bowel_Disease,0.14617405582922827,88
Fanconi_Anemia,Peptic_Ulcer_Disease,0.14641479397428472,69
Crohn_Disease,Fanconi_Anemia,0.14655172413793102,97
Epilepsy,Osteopetrosis,0.1468193498878976,98
Epilepsy,Obesity,0.14682933681218083,99
Migraine,Stroke,0.14694976186960051,77
Niemann_Pick_Disease,Peptic_Ulcer_Disease,0.14711562872758244,79
Common_Cold,Systemic_Lupus_Erythematosus,0.14724055682355602,96
Fanconi_Anemia,Hyperthyroidism,0.14757580035700954,75
Common_Cold,Inflammatory_Bowel_Disease,0.14758203571355133,82
Systemic_Lupus_Erythematosus,Tuberculosis,0.1476316472456462,76
Spinal_Muscular_Atrophy,Stroke,0.14768213319810683,75
Epilepsy,Gastritis,0.14791312402890422,112
Amyotrophic_Lateral_Sclerosis,Fanconi_Anemia,0.1481609195402299,73
Osteopetrosis,Stroke,0.1482852323838081,68
Inflammatory_Bowel_Disease,Peptic_Ulcer_Disease,0.1483534886653348,89
COPD,Cirrhosis,0.14843798435194483,97
Asthma,Fanconi_Anemia,0.14855127613464927,79
Flu,Niemann_Pick_Disease,0.14862429412471462,83
Inflammatory_Bowel_Disease,Systemic_Lupus_Erythematosus,0.14905688181550253,82
Fanconi_Anemia,Irritable_Bowel_Syndrome,0.14910076547673184,69
COPD,Epilepsy,0.14930471325958325,103
Dengue,Peptic_Ulcer_Disease,0.14950108280873375,95
Cystic_Fibrosis,Inflammatory_Bowel_Disease,0.14977071568745243,86
Gaucher_Disease,Type2_Diabetes,0.14979570404401416,70
Asthma,Tuberculosis,0.1498362000588825,81
Chronic_Liver_Disease,Common_Cold,0.15007608002796458,89
Coronary_Artery_Disease,Stroke,0.150248086368963,74
Chronic_Liver_Disease,Hyperthyroidism,0.15045011224730986,79
Chronic_Liver_Disease,Pneumonia,0.15051717942045456,86
Chronic_Liver_Disease,Obesity,0.15056958977534027,83
Chronic_Kidney_Disease,Inflammatory_Bowel_Disease,0.1506560744977287,90
Dengue,Irritable_Bowel_Syndrome,0.15094525544628382,91
Irritable_Bowel_Syndrome,Systemic_Lupus_Erythematosus,0.15120344938969374,80
Peptic_Ulcer_Disease,Tuberculosis,0.151223155556724,104
Inflammatory_Bowel_Disease,Pneumonia,0.15145437665977027,82
Inflammatory_Bowel_Disease,Migraine,0.15175297025699447,83
Cirrhosis,Hyperthyroidism,0.15184141797984313,80
Inflammatory_Bowel_Disease,Niemann_Pick_Disease,0.15188834154351397,85
Chronic_Liver_Disease,Cirrhosis,0.15197956577266922,90
Gaucher_Disease,Obesity,0.15225433040939523,74
Ehlers_Danlos_Syndrome,Generalized_Anxiety_Disorder,0.15236186731195805,86
Inflammatory_Bowel_Disease,Obesity,0.15238933715729316,74
Fanconi_Anemia,Obesity,0.15279942799515817,63
Depression,Generalized_Anxiety_Disorder,0.15357605784060055,79
Inflammatory_Bowel_Disease,Osteoarthritis,0.15368691793208195,89
Polycystic_Ovary_Syndrome,Stroke,0.1539357553366174,72
COPD,Systemic_Lupus_Erythematosus,0.15397112558980655,86
Crohn_Disease,Marfan_Syndrome,0.15418152992469283,64
Dengue,Pneumonia,0.15419325560672975,85
Inflammatory_Bowel_Disease,Marfan_Syndrome,0.15446463960138157,83
Crohn_Disease,Type2_Diabetes,0.15453177209829902,78
Cirrhosis,Osteopetrosis,0.1549641845743795,94
Flu,Generalized_Anxiety_Disorder,0.15502451109551282,83
Coronary_Artery_Disease,Crohn_Disease,0.15539681352382376,80
Amyotrophic_Lateral_Sclerosis,Epilepsy,0.15553168770805856,101
Cirrhosis,Common_Cold,0.15579099239885125,93
Cirrhosis,Irritable_Bowel_Syndrome,0.1559874870647723,77
COVID19,Inflammatory_Bowel_Disease,0.15617637390285252,88
Crohn_Disease,Gastritis,0.15617696116960705,66
Cystic_Fibrosis,Dengue,0.15623402430778874,90
Coronary_Artery_Disease,Generalized_Anxiety_Disorder,0.1566029948834237,87
Crohn_Disease,Obesity,0.15676233257368516,82
Cystic_Fibrosis,Epilepsy,0.15686618073077283,102
Stroke,Tuberculosis,0.1569442657402642,74
Generalized_Anxiety_Disorder,Spinal_Muscular_Atrophy,0.15697662004910856,89
Generalized_Anxiety_Disorder,Hypertension,0.15722446832698436,81
Depression,Inflammatory_Bowel_Disease,0.15746284548376394,89
COVID19,Systemic_Lupus_Erythematosus,0.15757978906544812,97
Hyperthyroidism,Inflammatory_Bowel_Disease,0.1577364622929865,80
Chronic_Liver_Disease,Cystic_Fibrosis,0.15775862068965515,80
Chronic_Kidney_Disease,Cirrhosis,0.15785816618361492,85
Dengue,Obesity,0.1579687250179451,91
Dengue,Osteoarthritis,0.15806429157675878,100
Cirrhosis,Flu,0.15856773510263839,84
Crohn_Disease,Cystic_Fibrosis,0.15878188954303335,80
Obesity,Tuberculosis,0.1592066125329128,81
Chronic_Liver_Disease,Gastritis,0.15956829754835966,79
Cirrhosis,Hypertension,0.15974359511197653,90
COVID19,Epilepsy,0.15989083519948608,105
COVID19,Chronic_Liver_Disease,0.16008955679563072,90
Flu,Inflammatory_Bowel_Disease,0.16009852216748766,90
Ehlers_Danlos_Syndrome,Inflammatory_Bowel_Disease,0.16013273125342092,85
Generalized_Anxiety_Disorder,Migraine,0.16031729993224958,90
Gaucher_Disease,Stroke,0.16044061302681994,75
Cirrhosis,Osteoarthritis,0.16058093660070108,81
Generalized_Anxiety_Disorder,Osteopetrosis,0.16060522370393748,83
Chronic_Kidney_Disease,Crohn_Disease,0.16080558759274477,57
Amyotrophic_Lateral_Sclerosis,Systemic_Lupus_Erythematosus,0.1609342764515178,86
Asthma,Crohn_Disease,0.16101669756809786,76
Epilepsy,Pneumonia,0.1611835207475057,103
Crohn_Disease,Hyperthyroidism,0.16125136231549247,80
Generalized_Anxiety_Disorder,Niemann_Pick_Disease,0.16196525797251748,82
Crohn_Disease,Polycystic_Ovary_Syndrome,0.16214790956170266,68
Chronic_Kidney_Disease,Dengue,0.16237329963097763,91
Crohn_Disease,Ehlers_Danlos_Syndrome,0.16259578544061304,83
Spinal_Muscular_Atrophy,Systemic_Lupus_Erythematosus,0.16306496073230353,85
Crohn_Disease,Irritable_Bowel_Syndrome,0.16313737179952637,79
Generalized_Anxiety_Disorder,Multiple_Sclerosis,0.16314277071990319,75
Common_Cold,Tuberculosis,0.16319142981041984,87
Inflammatory_Bowel_Disease,Polycystic_Ovary_Syndrome,0.16320891751926234,80
Crohn_Disease,Spinal_Muscular_Atrophy,0.16328600405679514,76
Crohn_Disease,Pneumonia,0.16329699003878623,72
Generalized_Anxiety_Disorder,Polycystic_Ovary_Syndrome,0.16331063068812615,74
COVID19,Tuberculosis,0.1633224636186066,101
Inflammatory_Bowel_Disease,Spinal_Muscular_Atrophy,0.16347918477735923,83
Hypothyroidism,Inflammatory_Bowel_Disease,0.16352699212739782,73
COPD,Crohn_Disease,0.16360618234572036,77
Chronic_Liver_Disease,Depression,0.1644916232103681,83
Chronic_Kidney_Disease,Tuberculosis,0.16467056280576992,86
Cirrhosis,Cystic_Fibrosis,0.1647237018347195,72
Migraine,Systemic_Lupus_Erythematosus,0.1648716560294497,91
Chronic_Liver_Disease,Hypertension,0.16492124308216263,81
Ehlers_Danlos_Syndrome,Epilepsy,0.16495901639344263,90
Cystic_Fibrosis,Tuberculosis,0.16499138035641808,79
Cirrhosis,Epilepsy,0.16524297050017794,85
Chronic_Liver_Disease,Hypothyroidism,0.16552407100074445,87
COVID19,Dengue,0.16566593732155074,90
Generalized_Anxiety_Disorder,Hypothyroidism,0.16576368287695287,79
Hypothyroidism,Systemic_Lupus_Erythematosus,0.16593589717321966,88
Chronic_Liver_Disease,Gaucher_Disease,0.16609195402298854,88
Epilepsy,Stroke,0.1665665630299604,90
COVID19,Crohn_Disease,0.16694370473395864,69
Chronic_Liver_Disease,Marfan_Syndrome,0.1674990091161316,86
Amyotrophic_Lateral_Sclerosis,Crohn_Disease,0.16793103448275865,76
Fanconi_Anemia,Osteopetrosis,0.16804097951024488,66
Gaucher_Disease,Systemic_Lupus_Erythematosus,0.1682139699381079,90
Osteoarthritis,Systemic_Lupus_Erythematosus,0.16842198428615587,95
Fanconi_Anemia,Niemann_Pick_Disease,0.1687192118226601,74
Multiple_Sclerosis,Tuberculosis,0.1687324869903357,74
Cirrhosis,Hypothyroidism,0.16887946401130988,95
Coronary_Artery_Disease,Systemic_Lupus_Erythematosus,0.16943602146309902,88
Cirrhosis,Ehlers_Danlos_Syndrome,0.16993933588761176,83
Dengue,Niemann_Pick_Disease,0.17014391963682027,74
Fanconi_Anemia,Gaucher_Disease,0.17049808429118773,92
Chronic_Liver_Disease,Generalized_Anxiety_Disorder,0.1705989110707804,77
Chronic_Liver_Disease,Ehlers_Danlos_Syndrome,0.17064176245210727,85
Gastritis,Inflammatory_Bowel_Disease,0.17071598481959652,82
Epilepsy,Hypertension,0.17104592815917483,100
Common_Cold,Epilepsy,0.17144425309266834,104
Chronic_Liver_Disease,Osteoarthritis,0.17162962843156282,74
Cirrhosis,Pneumonia,0.171659960358134,71
Chronic_Liver_Disease,Irritable_Bowel_Syndrome,0.17174462198137327,68
COPD,Inflammatory_Bowel_Disease,0.1717661453600523,76
Epilepsy,Marfan_Syndrome,0.17200661022418884,98
Amyotrophic_Lateral_Sclerosis,Cirrhosis,0.17238825031928479,76
Dengue,Hyperthyroidism,0.17244515553596007,80
Epilepsy,Hypothyroidism,0.17258593315188933,103
Acute_Gastroenteritis,Hypothyroidism,0.1729840664931943,59
Chronic_Liver_Disease,Osteopetrosis,0.1732383808095952,78
Chronic_Liver_Disease,Coronary_Artery_Disease,0.17330765203081758,80
Acute_Gastroenteritis,Polycystic_Ovary_Syndrome,0.17339375184202768,80
Amyotrophic_Lateral_Sclerosis,Chronic_Liver_Disease,0.1735632183908046,74
Gaucher_Disease,Generalized_Anxiety_Disorder,0.17362371445856017,79
COVID19,Cirrhosis,0.17365072724063174,76
Hypertension,Systemic_Lupus_Erythematosus,0.17388567054103138,81
Crohn_Disease,Niemann_Pick_Disease,0.174055829228243,76
Osteoarthritis,Tuberculosis,0.17465232950856766,87
Inflammatory_Bowel_Disease,Osteopetrosis,0.17468051688441494,73
Cirrhosis,Marfan_Syndrome,0.17472585546307307,77
Crohn_Disease,Osteoarthritis,0.17520244333743074,65
Depression,Systemic_Lupus_Erythematosus,0.17521084987174218,84
Chronic_Liver_Disease,Migraine,0.17533042900391346,87
Depression,Psoriasis,0.17561173097208396,83
Asthma,Epilepsy,0.17576153294694855,73
Peptic_Ulcer_Disease,Systemic_Lupus_Erythematosus,0.17586177595871066,91
Amyotrophic_Lateral_Sclerosis,Dengue,0.17607843137254903,81
Coronary_Artery_Disease,Epilepsy,0.17609332876086525,97
Marfan_Syndrome,Systemic_Lupus_Erythematosus,0.17629348455745603,90
Ehlers_Danlos_Syndrome,Systemic_Lupus_Erythematosus,0.17641099322133802,81
Crohn_Disease,Osteopetrosis,0.17691154422788605,79
Polycystic_Ovary_Syndrome,Tuberculosis,0.17709515137461612,90
Acute_Gastroenteritis,Crohn_Disease,0.1772030651340996,98
Multiple_Sclerosis,Stroke,0.17750239463601533,89
Obesity,Ulcerative_Colitis,0.1781810973685812,79
Dengue,Flu,0.1783393761205071,91
Chronic_Liver_Disease,Spinal_Muscular_Atrophy,0.1783637592968222,81
Chronic_Liver_Disease,Polycystic_Ovary_Syndrome,0.17838512062649994,81
COPD,Tuberculosis,0.17885909421756302,84
Cirrhosis,Polycystic_Ovary_Syndrome,0.17897597294149017,82
Irritable_Bowel_Syndrome,Tuberculosis,0.17924257041064323,77
Crohn_Disease,Depression,0.17925166025345793,66
Inflammatory_Bowel_Disease,Tuberculosis,0.1793863196333603,70
Acute_Gastroenteritis,Migraine,0.17972384257550023,81
Epilepsy,Gaucher_Disease,0.1799353055712581,90
Niemann_Pick_Disease,Tuberculosis,0.1799990196799255,82
Dengue,Depression,0.1801588751205663,93
Flu,Psoriasis,0.18019677733723147,79
Hyperthyroidism,Tuberculosis,0.18034190138049833,74
Flu,Systemic_Lupus_Erythematosus,0.18039471508773441,89
Crohn_Disease,Peptic_Ulcer_Disease,0.18083844604951552,66
Acute_Gastroenteritis,Type2_Diabetes,0.18131293518475858,62
Epilepsy,Generalized_Anxiety_Disorder,0.18192093197002304,78
Common_Cold,Dengue,0.18198880934151465,84
Osteopetrosis,Systemic_Lupus_Erythematosus,0.1823639462320122,64
Cirrhosis,Gastritis,0.18284275450479082,78
Acute_Gastroenteritis,Hypertension,0.18324156076181702,49
Dengue,Ehlers_Danlos_Syndrome,0.18341503267973855,87
Dengue,Gastritis,0.1834339444771753,85
Generalized_Anxiety_Disorder,Inflammatory_Bowel_Disease,0.1839598997493734,75
Chronic_Liver_Disease,Stroke,0.18444683908045978,71
Marfan_Syndrome,Tuberculosis,0.18461497506522087,89
Epilepsy,Spinal_Muscular_Atrophy,0.18518641675626346,92
Fanconi_Anemia,Inflammatory_Bowel_Disease,0.18555008210180624,78
Crohn_Disease,Flu,0.18558679429158823,62
Chronic_Liver_Disease,Type2_Diabetes,0.18577073364443947,79
Cirrhosis,Psoriasis,0.18614303959131542,75
Crohn_Disease,Stroke,0.18624281609195403,61
Chronic_Liver_Disease,Flu,0.18627965343692846,73
Acute_Gastroenteritis,Asthma,0.18631718812269532,68
Dengue,Marfan_Syndrome,0.18636776946212497,82
Acute_Gastroenteritis,Hyperthyroidism,0.1865595923231895,55
Asthma,Chronic_Liver_Disease,0.18669349288727322,74
Coronary_Artery_Disease,Inflammatory_Bowel_Disease,0.18696682802075876,70
Asthma,Cirrhosis,0.18703495295215872,62
Polycystic_Ovary_Syndrome,Systemic_Lupus_Erythematosus,0.18714475179992424,79
Epilepsy,Peptic_Ulcer_Disease,0.187174581592947,104
Chronic_Kidney_Disease,Psoriasis,0.18751251752453435,59
COPD,Dengue,0.18770111660332028,86
Peptic_Ulcer_Disease,Typhoid_Fever,0.1878435567954795,50
Cirrhosis,Generalized_Anxiety_Disorder,0.18786717752234994,56
Crohn_Disease,Inflammatory_Bowel_Disease,0.18801313628899835,76
Fanconi_Anemia,Stroke,0.1882183908045977,66
Obesity,Psoriasis,0.18936280299936623,55
Acute_Gastroenteritis,Spinal_Muscular_Atrophy,0.18965517241379307,72
Hypertension,Tuberculosis,0.18989693410551248,88
Flu,Typhoid_Fever,0.19007235638858852,73
Depression,Ulcerative_Colitis,0.19072486591689075,87
Chronic_Liver_Disease,Tuberculosis,0.19178246697546752,75
Spinal_Muscular_Atrophy,Tuberculosis,0.1918248514022181,85
Dengue,Osteopetrosis,0.1925287356321839,83
Crohn_Disease,Gaucher_Disease,0.1925287356321839,82
Chronic_Liver_Disease,Fanconi_Anemia,0.1925287356321839,82
Acute_Gastroenteritis,COPD,0.1929611650485437,55
Osteoarthritis,Psoriasis,0.19330373509305385,58
Chronic_Liver_Disease,Peptic_Ulcer_Disease,0.19349906808679995,69
Migraine,Tuberculosis,0.19376351646478526,86
Epilepsy,Migraine,0.19387837996144508,93
Amyotrophic_Lateral_Sclerosis,Tuberculosis,0.19403671298679018,78
Coronary_Artery_Disease,Dengue,0.1943298001375732,87
Dengue,Hypertension,0.19438604744914945,79
Acute_Gastroenteritis,Coronary_Artery_Disease,0.19444444444444445,72
Irritable_Bowel_Syndrome,Ulcerative_Colitis,0.1948016626730412,75
Cirrhosis,Stroke,0.19484355044699872,61
Cirrhosis,Spinal_Muscular_Atrophy,0.19487641800015026,73
Chronic_Liver_Disease,Epilepsy,0.194943784938132,77
Fanconi_Anemia,Generalized_Anxiety_Disorder,0.19552329098608587,64
Dengue,Migraine,0.19593509706917542,74
Cirrhosis,Coronary_Artery_Disease,0.19616622756348995,83
Dengue,Multiple_Sclerosis,0.19638832544512058,64
Common_Cold,Ulcerative_Colitis,0.19640103280841054,88
Acute_Gastroenteritis,Common_Cold,0.19646981816187908,57
Ehlers_Danlos_Syndrome,Psoriasis,0.19659961685823757,71
Acute_Gastroenteritis,Amyotrophic_Lateral_Sclerosis,0.19701149425287354,58
Epilepsy,Ulcerative_Colitis,0.19701741635037281,84
Dengue,Spinal_Muscular_Atrophy,0.19709263015551046,73
Osteopetrosis,Psoriasis,0.19790104947526238,68
Hypothyroidism,Tuberculosis,0.1981830250880537,89
Gastritis,Tuberculosis,0.19830965252493013,84
Chronic_Liver_Disease,Systemic_Lupus_Erythematosus,0.19864426760978485,78
Irritable_Bowel_Syndrome,Psoriasis,0.19882235818807875,42
Chronic_Liver_Disease,Niemann_Pick_Disease,0.1993431855500821,73
Acute_Gastroenteritis,COVID19,0.19937600473414707,52
Flu,Ulcerative_Colitis,0.1993939151214172,81
Acute_Gastroenteritis,Irritable_Bowel_Syndrome,0.19983456496658386,53
Osteopetrosis,Ulcerative_Colitis,0.20002498750624687,86
Osteoarthritis,Typhoid_Fever,0.2003232084708115,65
Epilepsy,Polycystic_Ovary_Syndrome,0.20050701920402314,90
Common_Cold,Psoriasis,0.2005222791108918,60
Acute_Gastroenteritis,Niemann_Pick_Disease,0.2006020799124247,81
Hypertension,Ulcerative_Colitis,0.20100635778042975,78
Flu,Tuberculosis,0.20132586297556232,78
Ehlers_Danlos_Syndrome,Ulcerative_Colitis,0.20138888888888887,83
Epilepsy,Systemic_Lupus_Erythematosus,0.20148280210462235,108
Cirrhosis,Type2_Diabetes,0.20229651033107865,54
Acute_Gastroenteritis,Obesity,0.2025726069008451,68
Acute_Gastroenteritis,Cystic_Fibrosis,0.2025862068965517,47
Depression,Tuberculosis,0.2029367196317215,78
Cirrhosis,Migraine,0.20307060364654694,83
Osteoarthritis,Ulcerative_Colitis,0.2030723866825633,78
Hypertension,Psoriasis,0.20315062565863398,57
Acute_Gastroenteritis,Osteopetrosis,0.20327336331834084,59
Depression,Typhoid_Fever,0.20349061789656658,75
Epilepsy,Psoriasis,0.20396017838075498,67
Chronic_Kidney_Disease,Ulcerative_Colitis,0.2040929550960836,76
Asthma,Multiple_Sclerosis,0.20427062726756684,61
Acute_Gastroenteritis,Marfan_Syndrome,0.20445237151539172,50
Dengue,Polycystic_Ovary_Syndrome,0.20445708787493777,57
Amyotrophic_Lateral_Sclerosis,Psoriasis,0.20448275862068968,51
Epilepsy,Type2_Diabetes,0.20453650833419865,70
Psoriasis,Ulcerative_Colitis,0.20484400656814447,83
Marfan_Syndrome,Psoriasis,0.20521204914783986,52
Ehlers_Danlos_Syndrome,Tuberculosis,0.20532038085434898,80
Coronary_Artery_Disease,Tuberculosis,0.2054510713691621,89
Cirrhosis,Peptic_Ulcer_Disease,0.20609861336044355,72
COVID19,Typhoid_Fever,0.2068414268025849,57
COPD,Ulcerative_Colitis,0.20790289667926096,83
Acute_Gastroenteritis,Peptic_Ulcer_Disease,0.2082317029121138,47
Fanconi_Anemia,Systemic_Lupus_Erythematosus,0.2082964927792514,73
Acute_Gastroenteritis,Pneumonia,0.20863936582455728,52
Dengue,Hypothyroidism,0.20890787523647564,76
Acute_Gastroenteritis,Gastritis,0.20891731971973843,52
Marfan_Syndrome,Typhoid_Fever,0.20937376139516448,54
Gastritis,Psoriasis,0.2095392441445718,61
COPD,Psoriasis,0.2102025443588885,55
Gaucher_Disease,Inflammatory_Bowel_Disease,0.21031746031746032,69
Acute_Gastroenteritis,Depression,0.2105331794823542,55
Crohn_Disease,Generalized_Anxiety_Disorder,0.21073805202661824,73
Chronic_Liver_Disease,Psoriasis,0.21091954022988507,87
Acute_Gastroenteritis,Osteoarthritis,0.21135740369340034,57
Polycystic_Ovary_Syndrome,Typhoid_Fever,0.21139004673487435,70
Acute_Gastroenteritis,Flu,0.2115122752212744,50
Cystic_Fibrosis,Ulcerative_Colitis,0.2116174055829228,69
Acute_Gastroenteritis,Gaucher_Disease,0.21168582375478928,79
Acute_Gastroenteritis,Stroke,0.2122844827586207,61
Hyperthyroidism,Psoriasis,0.2123963490479567,39
Psoriasis,Stroke,0.2124640804597701,66
Stroke,Urinary_Tract_Infection,0.2124640804597701,73
Multiple_Sclerosis,Systemic_Lupus_Erythematosus,0.21253315649867371,70
Hypothyroidism,Psoriasis,0.2126351411341269,60
Fanconi_Anemia,Typhoid_Fever,0.21264367816091953,93
Fanconi_Anemia,Psoriasis,0.21264367816091953,85
Crohn_Disease,Psoriasis,0.21264367816091953,81
Cystic_Fibrosis,Psoriasis,0.21288898233809922,37
Osteopetrosis,Tuberculosis,0.21307816241133165,72
Hypertension,Typhoid_Fever,0.21351080683095003,59
Hyperthyroidism,Ulcerative_Colitis,0.21357409399621663,66
Cirrhosis,Tuberculosis,0.21396847181715942,66
Chronic_Liver_Disease,Ulcerative_Colitis,0.21412151067323482,82
Acute_Gastroenteritis,Ehlers_Danlos_Syndrome,0.21431992337164749,62
Generalized_Anxiety_Disorder,Psoriasis,0.2146098003629764,57
Cirrhosis,Multiple_Sclerosis,0.21471902937420176,77
Acute_Gastroenteritis,Inflammatory_Bowel_Disease,0.21510673234811167,67
Pneumonia,Psoriasis,0.21550130910211,50
Marfan_Syndrome,Ulcerative_Colitis,0.2155030858954759,67
Tuberculosis,Urinary_Tract_Infection,0.2155601303825699,66
COVID19,Psoriasis,0.2159469330755183,55
Asthma,Psoriasis,0.21607292737758851,39
Acute_Gastroenteritis,Chronic_Kidney_Disease,0.21663393885539367,47
Chronic_Kidney_Disease,Typhoid_Fever,0.21690654272303062,51
Hypothyroidism,Ulcerative_Colitis,0.21701512370883563,88
Cirrhosis,Gaucher_Disease,0.21711366538952742,71
Amyotrophic_Lateral_Sclerosis,Ulcerative_Colitis,0.21760262725779964,70
Gaucher_Disease,Tuberculosis,0.21886258363355635,70
Migraine,Typhoid_Fever,0.21903689482881686,75
Coronary_Artery_Disease,Typhoid_Fever,0.22016106914005037,75
Crohn_Disease,Systemic_Lupus_Erythematosus,0.2202328323017978,57
Acute_Gastroenteritis,Fanconi_Anemia,0.22030651340996166,81
Multiple_Sclerosis,Pneumonia,0.22043729085198147,61
Chronic_Liver_Disease,Crohn_Disease,0.22068965517241382,76
Inflammatory_Bowel_Disease,Multiple_Sclerosis,0.2210591133004926,73
Systemic_Lupus_Erythematosus,Urinary_Tract_Infection,0.22148541114058357,57
Coronary_Artery_Disease,Psoriasis,0.22238013314384023,69
Obesity,Urinary_Tract_Infection,0.22267059517484353,59
Irritable_Bowel_Syndrome,Typhoid_Fever,0.22267646792806634,40
Fanconi_Anemia,Tuberculosis,0.22280837193343625,58
Ehlers_Danlos_Syndrome,Typhoid_Fever,0.22294061302681992,64
COVID19,Ulcerative_Colitis,0.22294456734811569,73
Epilepsy,Niemann_Pick_Disease,0.223272048597091,71
Migraine,Psoriasis,0.2237748898569987,71
Dengue,Gaucher_Disease,0.22379986477349562,73
Multiple_Sclerosis,Obesity,0.22397332839586406,59
Psoriasis,Typhoid_Fever,0.22413793103448276,112
Psoriasis,Spinal_Muscular_Atrophy,0.22430696416497634,60
Cirrhosis,Niemann_Pick_Disease,0.22541507024265647,68
Amyotrophic_Lateral_Sclerosis,Typhoid_Fever,0.225632183908046,45
Irritable_Bowel_Syndrome,Multiple_Sclerosis,0.2256962623826806,58
Peptic_Ulcer_Disease,Psoriasis,0.22608352148916971,49
Multiple_Sclerosis,Peptic_Ulcer_Disease,0.22648659529222934,56
Pneumonia,Typhoid_Fever,0.2265078572680393,45
Cirrhosis,Crohn_Disease,0.22669220945083018,60
Epilepsy,Fanconi_Anemia,0.226775956284153,80
Gastritis,Typhoid_Fever,0.22705299911542762,63
Pneumonia,Ulcerative_Colitis,0.22707996511084183,75
Cirrhosis,Fanconi_Anemia,0.227330779054917,54
Asthma,Typhoid_Fever,0.22756906942161698,37
Common_Cold,Urinary_Tract_Infection,0.22937100322826062,56
Multiple_Sclerosis,Psoriasis,0.22940613026819923,89
Gastritis,Ulcerative_Colitis,0.22947130587267858,75
Dengue,Fanconi_Anemia,0.22954699121027725,64
Inflammatory_Bowel_Disease,Urinary_Tract_Infection,0.22988505747126436,76
Asthma,Ulcerative_Colitis,0.22997384848313104,60
Spinal_Muscular_Atrophy,Typhoid_Fever,0.23005409060175797,57
Osteopetrosis,Typhoid_Fever,0.23013493253373313,54
Hyperthyroidism,Multiple_Sclerosis,0.23043074125292742,66
Inflammatory_Bowel_Disease,Psoriasis,0.23111658456486042,81
Chronic_Kidney_Disease,Multiple_Sclerosis,0.2318917941056176,63
Multiple_Sclerosis,Type2_Diabetes,0.2328910821359696,52
Type2_Diabetes,Typhoid_Fever,0.23350896130480284,40
Hypothyroidism,Typhoid_Fever,0.234206500433681,50
Cystic_Fibrosis,Typhoid_Fever,0.23426548920661622,35
Polycystic_Ovary_Syndrome,Ulcerative_Colitis,0.23513641530882912,71
Acute_Gastroenteritis,Systemic_Lupus_Erythematosus,0.23563218390804597,56
Gaucher_Disease,Psoriasis,0.23563218390804597,86
Crohn_Disease,Urinary_Tract_Infection,0.23563218390804597,80
Coronary_Artery_Disease,Ulcerative_Colitis,0.23585925506413205,86
COPD,Typhoid_Fever,0.23594185916750365,46
Acute_Gastroenteritis,Tuberculosis,0.23606107394064166,59
Polycystic_Ovary_Syndrome,Psoriasis,0.23768788682581785,57
Cirrhosis,Systemic_Lupus_Erythematosus,0.2377198153060222,60
Psoriasis,Type2_Diabetes,0.2377861222089852,43
Chronic_Liver_Disease,Multiple_Sclerosis,0.2378352490421456,73
Amyotrophic_Lateral_Sclerosis,Urinary_Tract_Infection,0.2393103448275862,53
Stroke,Ulcerative_Colitis,0.24053263546798032,56
Type2_Diabetes,Ulcerative_Colitis,0.24084586016647277,60
Asthma,Urinary_Tract_Infection,0.24118202697195662,39
Hyperthyroidism,Typhoid_Fever,0.24138652968109786,37
Cystic_Fibrosis,Multiple_Sclerosis,0.24144939725259323,52
Depression,Urinary_Tract_Infection,0.2415229266021879,64
Acute_Gastroenteritis,Cirrhosis,0.2426564495530013,57
Common_Cold,Typhoid_Fever,0.24271585137663723,49
Crohn_Disease,Tuberculosis,0.24300909246869104,56
Fanconi_Anemia,Ulcerative_Colitis,0.24302134646962228,67
Dengue,Urinary_Tract_Infection,0.24340770791075045,69
Crohn_Disease,Ulcerative_Colitis,0.2438423645320197,67
Chronic_Liver_Disease,Inflammatory_Bowel_Disease,0.2443349753694581,68
Generalized_Anxiety_Disorder,Ulcerative_Colitis,0.24506092818252528,58
